Explicit Path,Level,Permission Profile,Entity,Technical Group,Scope Action,Atomic Profile,Owner Role
GMG_Enterprise_Repository/09_Restricted_Corporate_Records,1,PS-CORP-HIGHLY-RESTRICTED,GROUP,GMG-REPO-CORP-HIGHLY-RESTRICTED-GRP,BREAK INHERITANCE — apply explicitly,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/00_Group_Shared,2,PS-CORP-HIGHLY-RESTRICTED,00_Group_Shared,GMG-REPO-CORP-HIGHLY-RESTRICTED-GRP,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/00_Group_Shared/01_Board_and_Shareholder,3,PS-CORP-HIGHLY-RESTRICTED,00_Group_Shared,GMG-REPO-CORP-HIGHLY-RESTRICTED-GRP,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/00_Group_Shared/02_Mergers_Acquisitions_and_Corporate_Development,3,PS-CORP-HIGHLY-RESTRICTED,00_Group_Shared,GMG-REPO-CORP-HIGHLY-RESTRICTED-GRP,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/00_Group_Shared/03_Litigation_and_Legal_Privilege,3,PS-CORP-HIGHLY-RESTRICTED,00_Group_Shared,GMG-REPO-CORP-HIGHLY-RESTRICTED-GRP,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/00_Group_Shared/04_Investigations_and_Whistleblowing,3,PS-CORP-HIGHLY-RESTRICTED,00_Group_Shared,GMG-REPO-CORP-HIGHLY-RESTRICTED-GRP,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/00_Group_Shared/05_Sensitive_HR_and_Occupational_Health,3,PS-CORP-HIGHLY-RESTRICTED,00_Group_Shared,GMG-REPO-CORP-HIGHLY-RESTRICTED-GRP,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/00_Group_Shared/06_Information_Security_Incidents,3,PS-CORP-HIGHLY-RESTRICTED,00_Group_Shared,GMG-REPO-CORP-HIGHLY-RESTRICTED-GRP,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/00_Group_Shared/07_Executive_Confidential,3,PS-CORP-HIGHLY-RESTRICTED,00_Group_Shared,GMG-REPO-CORP-HIGHLY-RESTRICTED-GRP,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/00_Group_Shared/08_Data_Rooms_and_Due_Diligence,3,PS-CORP-HIGHLY-RESTRICTED,00_Group_Shared,GMG-REPO-CORP-HIGHLY-RESTRICTED-GRP,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/10_GMG_AG_CH,2,PS-CORP-HIGHLY-RESTRICTED,10_GMG_AG_CH,GMG-REPO-CORP-HIGHLY-RESTRICTED-CH,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/10_GMG_AG_CH/01_Board_and_Shareholder_Restricted,3,PS-CORP-HIGHLY-RESTRICTED,10_GMG_AG_CH,GMG-REPO-CORP-HIGHLY-RESTRICTED-CH,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/10_GMG_AG_CH/02_Mergers_Acquisitions_and_Corporate_Development,3,PS-CORP-HIGHLY-RESTRICTED,10_GMG_AG_CH,GMG-REPO-CORP-HIGHLY-RESTRICTED-CH,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/10_GMG_AG_CH/03_Litigation_and_Legal_Privilege,3,PS-CORP-HIGHLY-RESTRICTED,10_GMG_AG_CH,GMG-REPO-CORP-HIGHLY-RESTRICTED-CH,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/10_GMG_AG_CH/04_Investigations_and_Whistleblowing,3,PS-CORP-HIGHLY-RESTRICTED,10_GMG_AG_CH,GMG-REPO-CORP-HIGHLY-RESTRICTED-CH,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/10_GMG_AG_CH/05_Sensitive_HR_and_Occupational_Health,3,PS-CORP-HIGHLY-RESTRICTED,10_GMG_AG_CH,GMG-REPO-CORP-HIGHLY-RESTRICTED-CH,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/10_GMG_AG_CH/06_Information_Security_Incidents,3,PS-CORP-HIGHLY-RESTRICTED,10_GMG_AG_CH,GMG-REPO-CORP-HIGHLY-RESTRICTED-CH,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/10_GMG_AG_CH/07_Executive_Confidential,3,PS-CORP-HIGHLY-RESTRICTED,10_GMG_AG_CH,GMG-REPO-CORP-HIGHLY-RESTRICTED-CH,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/10_GMG_AG_CH/08_Data_Rooms_and_Due_Diligence,3,PS-CORP-HIGHLY-RESTRICTED,10_GMG_AG_CH,GMG-REPO-CORP-HIGHLY-RESTRICTED-CH,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/10_GMG_AG_CH/HR_Human_Resources,3,PS-CORP-HIGHLY-RESTRICTED,10_GMG_AG_CH,GMG-REPO-CORP-HIGHLY-RESTRICTED-CH,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/10_GMG_AG_CH/HR_Human_Resources/11_Disciplinary_and_Grievance_Restricted,4,PS-HR-RESTRICTED,10_GMG_AG_CH,GMG-REPO-HR-RESTRICTED-CH,BREAK INHERITANCE — apply explicitly,YES,Process Owner — TBC
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/10_GMG_AG_CH/HR_Human_Resources/12_Medical_and_Occupational_Health_Restricted,4,PS-HR-RESTRICTED,10_GMG_AG_CH,GMG-REPO-HR-RESTRICTED-CH,BREAK INHERITANCE — apply explicitly,YES,Process Owner — TBC
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/10_GMG_AG_CH/ISM_Information_Security,3,PS-CORP-HIGHLY-RESTRICTED,10_GMG_AG_CH,GMG-REPO-CORP-HIGHLY-RESTRICTED-CH,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/10_GMG_AG_CH/ISM_Information_Security/02_Security_Incidents,4,PS-INFOSEC-RESTRICTED,10_GMG_AG_CH,GMG-REPO-INFOSEC-RESTRICTED-CH,BREAK INHERITANCE — apply explicitly,YES,Process Owner — TBC
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/10_GMG_AG_CH/LEG_Legal_and_Contracts,3,PS-CORP-HIGHLY-RESTRICTED,10_GMG_AG_CH,GMG-REPO-CORP-HIGHLY-RESTRICTED-CH,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/10_GMG_AG_CH/LEG_Legal_and_Contracts/10_Disputes_Claims_and_Legal_Holds,4,PS-LEGAL-PRIVILEGED,10_GMG_AG_CH,GMG-REPO-LEGAL-PRIVILEGED-CH,BREAK INHERITANCE — apply explicitly,YES,Process Owner — TBC
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/30_GM_Poland_PL,2,PS-CORP-HIGHLY-RESTRICTED,30_GM_Poland_PL,GMG-REPO-CORP-HIGHLY-RESTRICTED-PL,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/30_GM_Poland_PL/01_Board_and_Shareholder_Restricted,3,PS-CORP-HIGHLY-RESTRICTED,30_GM_Poland_PL,GMG-REPO-CORP-HIGHLY-RESTRICTED-PL,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/30_GM_Poland_PL/02_Mergers_Acquisitions_and_Corporate_Development,3,PS-CORP-HIGHLY-RESTRICTED,30_GM_Poland_PL,GMG-REPO-CORP-HIGHLY-RESTRICTED-PL,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/30_GM_Poland_PL/03_Litigation_and_Legal_Privilege,3,PS-CORP-HIGHLY-RESTRICTED,30_GM_Poland_PL,GMG-REPO-CORP-HIGHLY-RESTRICTED-PL,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/30_GM_Poland_PL/04_Investigations_and_Whistleblowing,3,PS-CORP-HIGHLY-RESTRICTED,30_GM_Poland_PL,GMG-REPO-CORP-HIGHLY-RESTRICTED-PL,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/30_GM_Poland_PL/05_Sensitive_HR_and_Occupational_Health,3,PS-CORP-HIGHLY-RESTRICTED,30_GM_Poland_PL,GMG-REPO-CORP-HIGHLY-RESTRICTED-PL,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/30_GM_Poland_PL/06_Information_Security_Incidents,3,PS-CORP-HIGHLY-RESTRICTED,30_GM_Poland_PL,GMG-REPO-CORP-HIGHLY-RESTRICTED-PL,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/30_GM_Poland_PL/07_Executive_Confidential,3,PS-CORP-HIGHLY-RESTRICTED,30_GM_Poland_PL,GMG-REPO-CORP-HIGHLY-RESTRICTED-PL,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/30_GM_Poland_PL/08_Data_Rooms_and_Due_Diligence,3,PS-CORP-HIGHLY-RESTRICTED,30_GM_Poland_PL,GMG-REPO-CORP-HIGHLY-RESTRICTED-PL,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/30_GM_Poland_PL/HR_Human_Resources,3,PS-CORP-HIGHLY-RESTRICTED,30_GM_Poland_PL,GMG-REPO-CORP-HIGHLY-RESTRICTED-PL,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/30_GM_Poland_PL/HR_Human_Resources/11_Disciplinary_and_Grievance_Restricted,4,PS-HR-RESTRICTED,30_GM_Poland_PL,GMG-REPO-HR-RESTRICTED-PL,BREAK INHERITANCE — apply explicitly,YES,Process Owner — TBC
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/30_GM_Poland_PL/HR_Human_Resources/12_Medical_and_Occupational_Health_Restricted,4,PS-HR-RESTRICTED,30_GM_Poland_PL,GMG-REPO-HR-RESTRICTED-PL,BREAK INHERITANCE — apply explicitly,YES,Process Owner — TBC
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/30_GM_Poland_PL/ISM_Information_Security,3,PS-CORP-HIGHLY-RESTRICTED,30_GM_Poland_PL,GMG-REPO-CORP-HIGHLY-RESTRICTED-PL,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/30_GM_Poland_PL/ISM_Information_Security/02_Security_Incidents,4,PS-INFOSEC-RESTRICTED,30_GM_Poland_PL,GMG-REPO-INFOSEC-RESTRICTED-PL,BREAK INHERITANCE — apply explicitly,YES,Process Owner — TBC
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/30_GM_Poland_PL/LEG_Legal_and_Contracts,3,PS-CORP-HIGHLY-RESTRICTED,30_GM_Poland_PL,GMG-REPO-CORP-HIGHLY-RESTRICTED-PL,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/30_GM_Poland_PL/LEG_Legal_and_Contracts/10_Disputes_Claims_and_Legal_Holds,4,PS-LEGAL-PRIVILEGED,30_GM_Poland_PL,GMG-REPO-LEGAL-PRIVILEGED-PL,BREAK INHERITANCE — apply explicitly,YES,Process Owner — TBC
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/40_Miquel_y_Garriga_SL_ES,2,PS-CORP-HIGHLY-RESTRICTED,40_Miquel_y_Garriga_SL_ES,GMG-REPO-CORP-HIGHLY-RESTRICTED-MYG,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/40_Miquel_y_Garriga_SL_ES/01_Board_and_Shareholder_Restricted,3,PS-CORP-HIGHLY-RESTRICTED,40_Miquel_y_Garriga_SL_ES,GMG-REPO-CORP-HIGHLY-RESTRICTED-MYG,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/40_Miquel_y_Garriga_SL_ES/02_Mergers_Acquisitions_and_Corporate_Development,3,PS-CORP-HIGHLY-RESTRICTED,40_Miquel_y_Garriga_SL_ES,GMG-REPO-CORP-HIGHLY-RESTRICTED-MYG,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/40_Miquel_y_Garriga_SL_ES/03_Litigation_and_Legal_Privilege,3,PS-CORP-HIGHLY-RESTRICTED,40_Miquel_y_Garriga_SL_ES,GMG-REPO-CORP-HIGHLY-RESTRICTED-MYG,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/40_Miquel_y_Garriga_SL_ES/04_Investigations_and_Whistleblowing,3,PS-CORP-HIGHLY-RESTRICTED,40_Miquel_y_Garriga_SL_ES,GMG-REPO-CORP-HIGHLY-RESTRICTED-MYG,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/40_Miquel_y_Garriga_SL_ES/05_Sensitive_HR_and_Occupational_Health,3,PS-CORP-HIGHLY-RESTRICTED,40_Miquel_y_Garriga_SL_ES,GMG-REPO-CORP-HIGHLY-RESTRICTED-MYG,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/40_Miquel_y_Garriga_SL_ES/06_Information_Security_Incidents,3,PS-CORP-HIGHLY-RESTRICTED,40_Miquel_y_Garriga_SL_ES,GMG-REPO-CORP-HIGHLY-RESTRICTED-MYG,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/40_Miquel_y_Garriga_SL_ES/07_Executive_Confidential,3,PS-CORP-HIGHLY-RESTRICTED,40_Miquel_y_Garriga_SL_ES,GMG-REPO-CORP-HIGHLY-RESTRICTED-MYG,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/40_Miquel_y_Garriga_SL_ES/08_Data_Rooms_and_Due_Diligence,3,PS-CORP-HIGHLY-RESTRICTED,40_Miquel_y_Garriga_SL_ES,GMG-REPO-CORP-HIGHLY-RESTRICTED-MYG,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/40_Miquel_y_Garriga_SL_ES/HR_Human_Resources,3,PS-CORP-HIGHLY-RESTRICTED,40_Miquel_y_Garriga_SL_ES,GMG-REPO-CORP-HIGHLY-RESTRICTED-MYG,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/40_Miquel_y_Garriga_SL_ES/HR_Human_Resources/11_Disciplinary_and_Grievance_Restricted,4,PS-HR-RESTRICTED,40_Miquel_y_Garriga_SL_ES,GMG-REPO-HR-RESTRICTED-MYG,BREAK INHERITANCE — apply explicitly,YES,Process Owner — TBC
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/40_Miquel_y_Garriga_SL_ES/HR_Human_Resources/12_Medical_and_Occupational_Health_Restricted,4,PS-HR-RESTRICTED,40_Miquel_y_Garriga_SL_ES,GMG-REPO-HR-RESTRICTED-MYG,BREAK INHERITANCE — apply explicitly,YES,Process Owner — TBC
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/40_Miquel_y_Garriga_SL_ES/ISM_Information_Security,3,PS-CORP-HIGHLY-RESTRICTED,40_Miquel_y_Garriga_SL_ES,GMG-REPO-CORP-HIGHLY-RESTRICTED-MYG,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/40_Miquel_y_Garriga_SL_ES/ISM_Information_Security/02_Security_Incidents,4,PS-INFOSEC-RESTRICTED,40_Miquel_y_Garriga_SL_ES,GMG-REPO-INFOSEC-RESTRICTED-MYG,BREAK INHERITANCE — apply explicitly,YES,Process Owner — TBC
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/40_Miquel_y_Garriga_SL_ES/LEG_Legal_and_Contracts,3,PS-CORP-HIGHLY-RESTRICTED,40_Miquel_y_Garriga_SL_ES,GMG-REPO-CORP-HIGHLY-RESTRICTED-MYG,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/40_Miquel_y_Garriga_SL_ES/LEG_Legal_and_Contracts/10_Disputes_Claims_and_Legal_Holds,4,PS-LEGAL-PRIVILEGED,40_Miquel_y_Garriga_SL_ES,GMG-REPO-LEGAL-PRIVILEGED-MYG,BREAK INHERITANCE — apply explicitly,YES,Process Owner — TBC
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/50_GMG_Ilaclari_LTD_TR,2,PS-CORP-HIGHLY-RESTRICTED,50_GMG_Ilaclari_LTD_TR,GMG-REPO-CORP-HIGHLY-RESTRICTED-TR,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/50_GMG_Ilaclari_LTD_TR/01_Board_and_Shareholder_Restricted,3,PS-CORP-HIGHLY-RESTRICTED,50_GMG_Ilaclari_LTD_TR,GMG-REPO-CORP-HIGHLY-RESTRICTED-TR,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/50_GMG_Ilaclari_LTD_TR/02_Mergers_Acquisitions_and_Corporate_Development,3,PS-CORP-HIGHLY-RESTRICTED,50_GMG_Ilaclari_LTD_TR,GMG-REPO-CORP-HIGHLY-RESTRICTED-TR,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/50_GMG_Ilaclari_LTD_TR/03_Litigation_and_Legal_Privilege,3,PS-CORP-HIGHLY-RESTRICTED,50_GMG_Ilaclari_LTD_TR,GMG-REPO-CORP-HIGHLY-RESTRICTED-TR,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/50_GMG_Ilaclari_LTD_TR/04_Investigations_and_Whistleblowing,3,PS-CORP-HIGHLY-RESTRICTED,50_GMG_Ilaclari_LTD_TR,GMG-REPO-CORP-HIGHLY-RESTRICTED-TR,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/50_GMG_Ilaclari_LTD_TR/05_Sensitive_HR_and_Occupational_Health,3,PS-CORP-HIGHLY-RESTRICTED,50_GMG_Ilaclari_LTD_TR,GMG-REPO-CORP-HIGHLY-RESTRICTED-TR,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/50_GMG_Ilaclari_LTD_TR/06_Information_Security_Incidents,3,PS-CORP-HIGHLY-RESTRICTED,50_GMG_Ilaclari_LTD_TR,GMG-REPO-CORP-HIGHLY-RESTRICTED-TR,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/50_GMG_Ilaclari_LTD_TR/07_Executive_Confidential,3,PS-CORP-HIGHLY-RESTRICTED,50_GMG_Ilaclari_LTD_TR,GMG-REPO-CORP-HIGHLY-RESTRICTED-TR,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/50_GMG_Ilaclari_LTD_TR/08_Data_Rooms_and_Due_Diligence,3,PS-CORP-HIGHLY-RESTRICTED,50_GMG_Ilaclari_LTD_TR,GMG-REPO-CORP-HIGHLY-RESTRICTED-TR,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/50_GMG_Ilaclari_LTD_TR/HR_Human_Resources,3,PS-CORP-HIGHLY-RESTRICTED,50_GMG_Ilaclari_LTD_TR,GMG-REPO-CORP-HIGHLY-RESTRICTED-TR,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/50_GMG_Ilaclari_LTD_TR/HR_Human_Resources/11_Disciplinary_and_Grievance_Restricted,4,PS-HR-RESTRICTED,50_GMG_Ilaclari_LTD_TR,GMG-REPO-HR-RESTRICTED-TR,BREAK INHERITANCE — apply explicitly,YES,Process Owner — TBC
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/50_GMG_Ilaclari_LTD_TR/HR_Human_Resources/12_Medical_and_Occupational_Health_Restricted,4,PS-HR-RESTRICTED,50_GMG_Ilaclari_LTD_TR,GMG-REPO-HR-RESTRICTED-TR,BREAK INHERITANCE — apply explicitly,YES,Process Owner — TBC
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/50_GMG_Ilaclari_LTD_TR/ISM_Information_Security,3,PS-CORP-HIGHLY-RESTRICTED,50_GMG_Ilaclari_LTD_TR,GMG-REPO-CORP-HIGHLY-RESTRICTED-TR,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/50_GMG_Ilaclari_LTD_TR/ISM_Information_Security/02_Security_Incidents,4,PS-INFOSEC-RESTRICTED,50_GMG_Ilaclari_LTD_TR,GMG-REPO-INFOSEC-RESTRICTED-TR,BREAK INHERITANCE — apply explicitly,YES,Process Owner — TBC
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/50_GMG_Ilaclari_LTD_TR/LEG_Legal_and_Contracts,3,PS-CORP-HIGHLY-RESTRICTED,50_GMG_Ilaclari_LTD_TR,GMG-REPO-CORP-HIGHLY-RESTRICTED-TR,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/50_GMG_Ilaclari_LTD_TR/LEG_Legal_and_Contracts/10_Disputes_Claims_and_Legal_Holds,4,PS-LEGAL-PRIVILEGED,50_GMG_Ilaclari_LTD_TR,GMG-REPO-LEGAL-PRIVILEGED-TR,BREAK INHERITANCE — apply explicitly,YES,Process Owner — TBC
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/80_Cross_Entity,2,PS-CORP-HIGHLY-RESTRICTED,80_Cross_Entity,GMG-REPO-CORP-HIGHLY-RESTRICTED-XE,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/80_Cross_Entity/01_Board_and_Shareholder_Restricted,3,PS-CORP-HIGHLY-RESTRICTED,80_Cross_Entity,GMG-REPO-CORP-HIGHLY-RESTRICTED-XE,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/80_Cross_Entity/02_Mergers_Acquisitions_and_Corporate_Development,3,PS-CORP-HIGHLY-RESTRICTED,80_Cross_Entity,GMG-REPO-CORP-HIGHLY-RESTRICTED-XE,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/80_Cross_Entity/03_Litigation_and_Legal_Privilege,3,PS-CORP-HIGHLY-RESTRICTED,80_Cross_Entity,GMG-REPO-CORP-HIGHLY-RESTRICTED-XE,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/80_Cross_Entity/04_Investigations_and_Whistleblowing,3,PS-CORP-HIGHLY-RESTRICTED,80_Cross_Entity,GMG-REPO-CORP-HIGHLY-RESTRICTED-XE,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/80_Cross_Entity/05_Sensitive_HR_and_Occupational_Health,3,PS-CORP-HIGHLY-RESTRICTED,80_Cross_Entity,GMG-REPO-CORP-HIGHLY-RESTRICTED-XE,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/80_Cross_Entity/06_Information_Security_Incidents,3,PS-CORP-HIGHLY-RESTRICTED,80_Cross_Entity,GMG-REPO-CORP-HIGHLY-RESTRICTED-XE,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/80_Cross_Entity/07_Executive_Confidential,3,PS-CORP-HIGHLY-RESTRICTED,80_Cross_Entity,GMG-REPO-CORP-HIGHLY-RESTRICTED-XE,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/80_Cross_Entity/08_Data_Rooms_and_Due_Diligence,3,PS-CORP-HIGHLY-RESTRICTED,80_Cross_Entity,GMG-REPO-CORP-HIGHLY-RESTRICTED-XE,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/90_External_or_Joint_Ventures,2,PS-CORP-HIGHLY-RESTRICTED,90_External_or_Joint_Ventures,GMG-REPO-CORP-HIGHLY-RESTRICTED-EXT,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/90_External_or_Joint_Ventures/01_Board_and_Shareholder_Restricted,3,PS-CORP-HIGHLY-RESTRICTED,90_External_or_Joint_Ventures,GMG-REPO-CORP-HIGHLY-RESTRICTED-EXT,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/90_External_or_Joint_Ventures/02_Mergers_Acquisitions_and_Corporate_Development,3,PS-CORP-HIGHLY-RESTRICTED,90_External_or_Joint_Ventures,GMG-REPO-CORP-HIGHLY-RESTRICTED-EXT,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/90_External_or_Joint_Ventures/03_Litigation_and_Legal_Privilege,3,PS-CORP-HIGHLY-RESTRICTED,90_External_or_Joint_Ventures,GMG-REPO-CORP-HIGHLY-RESTRICTED-EXT,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
GMG_Enterprise_Repository/09_Restricted_Corporate_Records/90_External_or_Joint_Ventures/04_Investigations_and_Whistleblowing,3,PS-CORP-HIGHLY-RESTRICTED,90_External_or_Joint_Ventures,GMG-REPO-CORP-HIGHLY-RESTRICTED-EXT,inherit from parent,YES,Legal / Corporate Secretary / HR / ISM
